"STUDY_ID","GROUP","ABUNDANCE","TAXON","PLOT","MONTH","YEAR","REGION","LEPIDOPTERA_FAMILY","LEPIDOPTERA_SUPERFAMILY"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae - red spike","YBSR",12,2005,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae - redstripe wirebrush","YBSR",12,2005,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"saurita nr mosca","YBSR",12,2005,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"steroma bega","YBSR",12,2005,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"thyrididae - thyrid como pyralid cabeza plana de oro","YBSR",12,2005,"Americas","Thyrididae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"thyrididae - thyrid helecho","YBSR",12,2005,"Americas","Thyrididae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"thyrididae - thyrididae tirantes negros cabeza cafe con una mancha cafe","YBSR",12,2005,"Americas","Thyrididae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"transtillaspis multicornuta","YBSR",12,2005,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"amastus nr persimilis","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"anacrusis ruptimacula","YBSR",1,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"apatelodidae - head light","YBSR",1,2006,"Americas","Phiditiidae","Other"
"WAGNER_et_al_2021","Lepidoptera",17,"dysschema nr dissimulata","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"dysschema nr. tricolor","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"elysius melanoplaga","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"eois aff pallidicosta","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eois encina","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois fucosa","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr encina","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eois nr necula","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr nigriplaga","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr olivacea","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr pallidicosta","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",31,"eois olivacea","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eois planetaria","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",11,"eois sp","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois subpallida","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"erebidae","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - aquiles plateado","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid cabeza verde grande cuerpo manchas cafe","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"erebidae - arctiid pina loca","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - beetlejuice","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - blue velvet","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - chinese new year","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - chunky fuzz","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - espalda negra glenn plake","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - fallen angel","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - fuzz headlights","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - hair punk","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - lime lizard","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"euclea sp7","YBSR",1,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"gamelia sp1","YBSR",1,2006,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",12,"geometridae","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - brown ball swallower","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - brown black points","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - brown diamond turd","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cabeza amarilla a6 amarilla","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cabeza cafe espalda negra diamante","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - cabeza naranja cuerpo verde puntos negros","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cabeza negra anillos amarillos","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cabeza negra espalda negra diamante","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - como brown stevie con antena en culo","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - como lichen stick","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - dirty lemon geo","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo cabeza de tortuga manchado","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - geo cabeza naranja cana","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo cabeza negra espalda diamante","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo cabeza negra patas amarillas con anillos celestes en el cuerpo","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo cafe espalda flechas blancas mancha negra espalda a5 nariz blanco","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo cafe parte de arriba remo blanco","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - geo cafeanillos blancos","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo dinosaur cafe","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - geo lado olas","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo negro anillos blancos lados flores puntos blancos","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo rinon blanco","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",15,"geometridae - geo verde anillos amarillos anteojos lados cafes","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - geo verde anteojos cafes manchas gruesas cafes en espalda","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo verde con anillos negros dos cachos en el medio","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo verde doble anillos amarillos","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo verde lados olas","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",16,"geometridae - geo verde limon","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",7,"geometridae - geo verde limon lados lineas rosadas","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - humpy brown","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",9,"geometridae - linea marron en la espalda","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - piper pubinervulum eois","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - prinstripe gomez","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - smoke ends yellow spots","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",8,"geometridae - verde limon lentes cafes tres lineas blancas","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",13,"geometridae - verde linea marron en la espalda","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - wavy green sides","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - yellow dorsal segments","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"glena bisulca","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"greta lydia","YBSR",1,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"hesperiidae - eyespot butt hesp","YBSR",1,2006,"Americas","Hesperiidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",2,"hesperiidae - red brown butthead","YBSR",1,2006,"Americas","Hesperiidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"ischnopteris festiva","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"josia sp2","YBSR",1,2006,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"limacodidae","YBSR",1,2006,"Americas","Limacodidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"limacodidae - musgo estrellado","YBSR",1,2006,"Americas","Limacodidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"lyces longistria","YBSR",1,2006,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",11,"mevania basalis","YBSR",1,2006,"Americas","Riodinidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"mevania nr. basalis","YBSR",1,2006,"Americas","Riodinidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"mygona irmina","YBSR",1,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"nebulosa yanayacu","YBSR",1,2006,"Americas","Pieridae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",7,"noctuidae","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - butterfly back","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - geometrid quebrado manchas cafes","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"noctuidae - grape ape","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - green chiton","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"noctuidae - humpy brown","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - humpy brown 3","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - lime lizard piper","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - noctuid cabeza negra cuello blanco","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",11,"noctuidae - noctuid quebrado","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - noctuid verde anillos amarillos cabeza cafe","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - noctuid verde quebrado con manchas cafes","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - spangled fruitworm type","YBSR",1,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"notodontidae","YBSR",1,2006,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"notodontidae - dino aaron","YBSR",1,2006,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"notodontidae - notodontid cabeza amarilla cuerpo verde","YBSR",1,2006,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"notodontidae - verde limon noviembre sin ti","YBSR",1,2006,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"nymphalidae","YBSR",1,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",2,"nymphalidae - cestrum ithomiine","YBSR",1,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"pantographa expansalis","YBSR",1,2006,"Americas","Crambidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"parasa macrodonta","YBSR",1,2006,"Americas","Sesiidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"protepicorsia nr ectoxanthia","YBSR",1,2006,"Americas","Crambidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"psaliodes albidulata","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"psaliodes intersecta","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"psaliodes semisecta","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"psaliodes serratilinea","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"psaliodes strigosa","YBSR",1,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",16,"pyralidae","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"pyralidae -  cabeza negra","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae -  cabeza negra cuerpo verde puntos negros","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae -  cabeza plana con bordes negros","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"pyralidae -  cabeza plana de oro","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",8,"pyralidae -  lado olas","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae -  macana verde","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae -  verde cabeza lados negros","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"pyralidae -  verde cabeza negra lado olas","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae -  verde puntos negros cabeza plana y negra","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - cabeza naranja cuello negro","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - gold butt spot","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",10,"pyralidae - masked orange head lizard","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"pyralidae - puro pelos pyrlid","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde cabeza amarilla helecho","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"pyralidae - verde cabeza plana bordes negros","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"pyralidae - verde cabeza plana negra","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - yellow a10","YBSR",1,2006,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"runtunia runtunica","YBSR",1,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae","YBSR",1,2006,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saurita nr mosca","YBSR",1,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"sphingidae - blue headed clown","YBSR",1,2006,"Americas","Sphingidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"spilomelinae_morpho_6","YBSR",1,2006,"Americas","Crambidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"syllepte nr mimalis","YBSR",1,2006,"Americas","Crambidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"tortricidae - tortricid valvon","YBSR",1,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"transtillaspis multicornuta","YBSR",1,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"veladyris pardalis","YBSR",1,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"zanola sp1","YBSR",1,2006,"Americas","Bombycidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"amastus nr persimilis","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"anacrusis ruptimacula","YBSR",2,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"anacrusis yanayacana","YBSR",2,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"anomis picta","YBSR",2,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"antichloris bricenoi","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"antichloris ornata","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"antirrhea adoptiva porphyrosticta","YBSR",2,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",2,"apatelodidae - head light","YBSR",2,2006,"Americas","Phiditiidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"apatelodidae - pepitas de girasol","YBSR",2,2006,"Americas","Phiditiidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"automeris aff amanda","YBSR",2,2006,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"automeris sp","YBSR",2,2006,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"bertholdia partita","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"choreutidae","YBSR",2,2006,"Americas","Choreutidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"choreutidae - choreutid cecropia","YBSR",2,2006,"Americas","Choreutidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"dysschema nr dissimulata","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",19,"eois aff pallidicosta","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois arenacea","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",6,"eois beebei","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eois cancellata","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois cervina","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois chasca","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",20,"eois encina","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"eois golosata","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"eois ignefumata","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr adimaria","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr fucosa","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr goodmani","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois nr necula","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"eois nr nigricosta","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"eois nr nigriplaga","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"eois nr olivacea","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"eois nr olivaria","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eois nr sagittaria","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",10,"eois olivacea","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",52,"eois pallidicosta","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"eois planetaria","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",59,"eois sp","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",16,"eois viridiflava","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"episcada ticidella","YBSR",2,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"episimus brunneomarginatus","YBSR",2,2006,"Americas","Tortricidae","Other"
"WAGNER_et_al_2021","Lepidoptera",29,"erebidae","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid chocolat mousse","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid griss peluche","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid leopardo amarillo puntos negos","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - arctiid negro con anillos amarillos","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid pina loca","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - casi montura oxidada","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - chunky fuzz","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - como bigeye fourtt","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - como fuzz","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"erebidae - lime lizard","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - montura blanca oxidada","YBSR",2,2006,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eriopyga crista","YBSR",2,2006,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"fountainea nessus","YBSR",2,2006,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",21,"geometridae","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - alcalypha incher","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - anteojos linea marron en la espalda","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - black chusquea","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - black head lizard","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - black yellow head and butt","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - brown ball swallower","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - brown stevie","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cestrum rana","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - churito verde limon","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - como alchornea incher","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - como black chusquea puntos blancos","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - como geo lado olas","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo anteojos lado del cuerpo color marron","YBSR",2,2006,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo anteojos lineas de color a los lados del cuerpo blanco y marron","YBSR",2,2006,"Americas","Geometridae","Other"
